,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
415,PER,2016,,26.44426887521136,,,,,92.9302,32.187,5509.965,4539.2669,1278.7148,741.261,307.4336,83.2388,25.2946,12.3969,51.4514,30.6746,471.1124,215.7776,217.073,336.2872,1.5815,35.3708,110.5968,137.2701,73.5817,77.6925,1268.9269,623.3582,52.8313,51.6762,3.8841,22.6713,105.4122,148.9591,55.0939,98.9729,4.5056,90.3943,8.4705,12.8179,332.9376,192.6291,6.3398,3.1466,4.4015,1.0625,743.2705,662.0214,310.7753,41.6367,90.3016,18.2991,162.3085,55.7691,127.8937,73.8224,6.6408,0.8924,88.9029,87.8316,10.1597,6.2059,59.4393,19.1744,0.2349,0.6435,93.0349,107.5185,9.7127,3.5328,56.8221,35.4375,93.5877,73.7899,0.0,0.0,4.6874,0.171,2.8566,0.5989,26.1134,19.2079,5.435,1.4644,0.0,0.0,6217.036,45.3888411964154,5.74268048422122,0.125482139363681,0.372
416,PER,2017,,27.305510580031665,,,,,108.3132,36.1281,7356.4642,5501.1915,1533.8009,878.0728,345.0807,88.567,24.5942,12.6334,60.9445,35.1413,748.2507,327.7502,226.72,354.7175,2.3074,44.0441,116.021,139.7491,75.5102,77.4675,1507.0838,708.36,56.3498,56.8187,4.9037,27.9452,97.9689,145.4148,63.0951,126.4991,6.4711,128.641,7.5574,11.2743,432.0702,232.8234,5.7135,2.8248,0.5628,0.0873,903.479,775.7092,376.2022,48.3612,110.4404,21.9332,201.3084,64.5337,152.6813,84.8445,7.3335,0.9654,99.9419,91.0968,10.4042,6.1273,69.7309,21.3399,0.2172,0.6167,103.2082,113.3319,10.8602,3.6974,61.6037,36.6712,114.0277,86.9075,0.0,0.0,5.2868,0.1852,3.1856,0.6116,30.003,21.0048,6.0307,1.5289,0.0,0.0,6736.166937,47.5135503619971,6.21033963833235,0.183583190148902,0.388
417,PER,2018,,28.997157521818256,,,,,368.8867,46.2975,7482.729,5878.5521,1904.1319,1007.0956,458.1507,104.4271,47.1659,16.7151,75.064,46.2371,958.6443,396.5783,247.4379,437.3308,3.4729,57.9009,160.9357,178.6078,113.9719,86.8356,1600.3671,741.2316,103.772,68.8082,10.6489,37.5569,122.4036,159.4983,72.6348,143.1016,9.6846,155.0015,8.9506,12.5034,537.8997,219.3993,12.5766,5.7551,3.8425,0.8488,1247.1264,836.2891,509.4085,53.4645,93.3591,25.0686,267.6461,67.0025,200.3021,86.0006,11.8796,2.9278,228.5337,84.9831,14.9676,8.7769,59.7406,23.8263,0.9216,0.7685,137.8328,117.434,35.6649,3.367,105.0118,47.7119,147.0315,80.4195,0.0,0.0,28.0644,0.5345,17.0216,0.658,97.2088,22.0133,24.662,1.8527,0.0,0.0,6978.491215,48.631470171736,6.46065598554774,0.309747444730138,0.385
418,PER,2019,,28.592033935261632,32.15,79.31,51.86,,125.0497,51.2607,6798.3508,6436.1298,1918.0022,1065.5025,391.9884,103.8217,25.4972,13.9573,69.2637,40.2273,718.8939,330.6891,280.8303,433.3754,4.6229,52.2526,152.6757,189.7592,73.5568,79.0887,1403.4178,693.8687,62.62,65.9866,5.5087,29.7818,108.2583,160.896,69.9903,153.5551,9.1943,143.2407,5.4198,8.4066,397.204,222.2251,6.8204,3.453,0.5519,0.0941,1028.0891,922.6564,361.9802,49.6645,103.7303,20.8598,176.2537,67.6477,142.1494,82.8397,6.4603,0.8396,95.2693,91.6534,10.3227,6.4604,66.0855,19.4829,0.1929,0.6575,112.9719,116.1827,8.1303,3.6391,68.3961,46.5104,98.6121,85.8284,0.0,0.0,3.4187,0.1777,2.117,0.6563,25.4981,22.0183,4.299,1.557,0.0,0.0,7037.008037,46.9435053754409,6.42592315032509,0.262076250939903,0.392
419,PER,2020,,33.23737265337151,,,,,868.6099,285.3534,5869.7958,6472.5379,2514.8583,1347.8563,878.5985,427.6795,312.1291,197.7445,642.6425,490.4297,447.482,207.343,850.07,936.4742,185.5395,207.1818,525.499,468.2682,472.6083,348.7837,2003.3537,1137.3411,621.6404,486.2916,254.7412,211.2874,438.5185,425.7362,375.5067,361.7869,231.6451,287.2897,160.2095,99.6245,1194.5141,777.5254,302.2792,164.1457,78.9371,21.3797,2082.0833,1329.0976,1105.1701,542.8872,604.7676,352.144,732.9753,478.2757,830.7664,597.5566,348.4689,137.4123,253.6627,42.0628,293.0454,171.8562,524.2086,345.0462,88.2995,45.2105,618.22,445.8882,98.6595,9.8591,744.4455,548.7089,828.8698,659.105,0.0,0.0,199.5416,11.2704,69.6092,4.1911,310.0316,105.8922,223.8942,19.2992,0.0,0.0,6133.325524,44.245967197744,8.16445422411419,0.104811146749273,0.382
420,PHL,2014,,26.601334008463503,,,,,99.0124,16.8114,966.4616,517.4454,1741.455,621.2236,400.0265,82.8477,158.8353,77.9728,215.1136,157.4236,309.3004,133.0446,649.8739,573.1554,0.0,84.7711,211.9537,311.6511,106.7717,119.1959,478.7679,277.7554,51.6359,73.1546,6429.1504,7116.8896,774.038,724.8146,399.6166,543.5463,83.0424,1045.5447,810.46,534.2079,296.2749,209.6168,26.0576,8.3007,45.6027,8.3692,2602.1695,1228.3452,486.7288,72.6159,793.0649,92.8668,254.9481,75.6062,262.2414,163.762,14.8835,2.4844,152.0407,148.7015,372.4962,194.6899,2777.6331,519.9591,1003.488,930.0654,347.3202,250.5204,46.5877,8.1507,628.0418,530.2454,1739.8892,1063.6998,0.0,0.0,4.838,0.155,3.5851,0.5913,50.6823,21.5798,10.8972,1.6479,0.0,0.0,2866.838038,57.4681720875945,16.9940824430075,0.135190051391655,0.349
421,PHL,2015,,22.392113002085964,,,,,59.9301,11.9511,789.9154,511.0459,1452.1055,518.3372,324.7785,88.2641,198.4668,125.6038,172.6337,153.7012,247.6341,112.3136,654.9817,576.1527,0.0,72.2955,169.3842,356.9384,86.4352,129.6049,535.0826,377.7024,42.1532,73.1884,5255.4886,8559.1987,531.1538,764.2505,312.943,565.8792,99.994,1121.1001,458.6975,461.5784,264.4096,236.9619,26.674,9.3939,46.8358,9.6428,2380.3429,1301.0066,513.7438,100.7089,792.7579,115.4226,282.8672,96.4786,347.7962,275.5322,20.0207,3.9911,196.9202,239.8856,335.9491,233.2083,2753.748,636.1901,945.4268,1146.3958,421.9514,340.9248,49.0249,11.3441,782.8098,752.8206,1739.9847,1314.1432,0.0,0.0,5.1931,0.2675,3.9623,0.9728,47.3966,25.7869,11.368,2.5543,0.0,0.0,2909.85818,59.1415921053094,15.3264069221768,0.0435510310012169,0.353
422,PHL,2016,,20.22393607960082,,,,,66.3896,14.4565,621.2039,435.1144,1369.9003,444.6303,275.1015,80.8801,195.1481,131.412,147.9962,143.1434,209.1322,91.434,658.5864,625.5146,0.0,61.5335,165.2902,354.4103,85.2283,128.8034,515.5796,368.5455,36.6283,68.1351,4766.4927,8595.7349,612.9098,850.5418,336.5055,671.3,124.4455,1180.5869,437.194,441.9821,234.2474,222.6742,25.4273,8.7138,51.2914,9.4945,2332.2128,1456.1791,526.7086,107.8967,819.6945,117.7744,301.0728,88.358,454.6221,357.1358,26.3533,4.6405,184.4454,246.2244,331.3025,246.2381,2720.3756,650.5751,933.61,1224.9546,520.6674,418.4771,55.2281,13.1151,913.0399,898.1858,1649.4046,1306.3317,0.0,0.0,5.8006,0.2707,4.3339,0.9709,49.0454,27.7486,12.2102,2.6923,0.0,0.0,2985.19564,61.7760657653871,14.0344101731257,0.0331707917845771,0.349
423,PHL,2017,,16.987180928117972,,,,,98.2902,22.2022,586.7792,444.0289,1752.0332,602.0843,344.863,99.7519,182.1693,118.9137,187.7965,167.7851,245.093,110.3508,962.3496,838.1321,0.0,67.1547,228.041,473.6259,115.042,167.2884,726.4187,494.5843,42.9175,76.6936,5740.0447,9112.8373,947.3197,1056.7046,309.7979,659.0706,140.1485,1323.6235,560.0408,525.7563,288.4328,260.9073,27.6416,9.423,57.9365,10.6192,2756.9154,1541.6099,617.366,121.3322,868.0355,124.6993,357.5298,107.9846,603.0637,449.2945,35.1204,5.3677,270.3283,302.5093,312.2244,243.8329,2751.3969,650.2531,1051.0204,1305.193,650.1117,518.5288,64.1777,13.8305,1104.9078,965.3183,1813.407,1351.0181,0.0,0.0,7.0272,0.3652,5.3629,1.3037,55.3161,30.1511,14.6659,3.4484,0.0,0.0,3038.12125,68.1683697426727,12.5608087364767,0.0417218027567957,0.361
424,PHL,2018,,13.827953967923161,,,,,366.2502,29.9007,663.9948,449.9684,1588.8322,503.2843,441.4039,114.5543,120.3175,74.4479,202.4727,183.0535,290.8052,120.819,1051.4783,1005.8731,0.0,67.5142,319.1642,550.9007,181.9329,199.642,691.8191,499.5496,69.2704,86.8443,6656.9425,9574.0513,1194.8642,1227.1337,345.3754,705.4915,145.8906,1366.3078,578.7496,538.9398,429.2741,279.4112,42.5313,17.112,118.4338,18.7636,3451.3378,1639.7346,968.5077,137.5471,824.322,130.8468,576.6623,129.43,895.7665,533.5665,52.1496,10.1592,538.6774,337.063,314.4252,243.1581,2459.3115,616.096,1075.2451,1326.7693,841.445,514.6053,188.9323,21.023,1367.5111,1041.6961,2526.3185,1396.6509,0.0,0.0,37.179,0.7832,27.9741,2.3737,186.2369,35.774,49.8656,7.2766,0.0,0.0,3168.510366,72.1633982990273,12.3200506689359,0.0571201423493892,0.351
425,PHL,2019,,13.253137627296733,61.38,82.76,62.43,,105.2779,32.0402,581.7577,441.7302,1678.501,493.8774,344.1112,109.7648,105.3217,64.1239,195.8443,170.206,234.6303,99.7281,1147.1048,913.1255,1.9244,64.0044,252.2996,517.3198,120.9267,180.7244,578.2672,444.0758,36.1902,78.6182,5668.6484,10740.4751,695.8697,943.0487,311.6001,681.4529,268.3688,1208.9952,418.0291,424.7689,301.9679,275.9297,28.5106,8.6547,56.0233,11.0143,3011.2078,1783.7076,669.6994,142.6343,955.4585,147.8294,419.2718,167.6947,812.7527,596.9533,44.3191,6.5658,372.4475,395.868,269.8522,227.7131,2782.2933,617.753,1187.7301,1496.6658,801.4282,503.0926,57.4448,15.8707,1293.1765,1105.6198,1978.8548,1316.0341,0.0,0.0,5.7228,0.4972,4.4293,1.9327,56.5481,38.6931,12.1439,4.9243,0.0,0.0,3400.789498,68.8418422595678,11.5052042052437,0.0343292239111028,0.353
426,PHL,2020,,15.681563054591619,,,,,1325.2753,326.6743,1016.1645,848.7919,2759.7617,1203.6694,1219.2176,651.6408,625.5757,388.8297,797.5549,672.8987,909.9702,562.1647,1637.8338,1588.835,451.8276,476.9602,993.6814,1139.8822,783.1354,667.8726,940.2188,728.2054,615.2905,521.5524,5281.7531,9783.0385,1097.3847,1262.0188,732.0304,834.1824,632.3007,1291.4412,534.0524,488.7615,1009.3404,784.3778,659.0031,448.5473,840.9442,502.8136,4984.2926,2405.0182,1702.7629,784.0792,1582.8827,728.5314,1325.2222,735.5232,1693.7558,1208.9688,544.2369,273.1348,755.8604,322.5681,871.7637,727.2668,2473.8286,1126.2551,1854.0931,2060.7374,1526.0446,1055.7787,917.6646,435.5525,2143.1711,1753.6867,3502.3729,1933.5994,0.0,0.0,508.3595,18.2339,413.0281,59.9285,800.8148,323.7894,590.6454,209.4795,0.0,0.0,3227.579102,58.1695603022281,13.3221594295774,0.0120548345049257,0.371
427,POL,2014,2.9444444,49.45865947951189,,,,52.69,170.5194,256.0321,2231.3664,146.1496,970.687,7954.3557,370.041,2009.0069,99.8414,1538.6727,357.0657,2555.7385,5575.7633,35.775,976.8719,3536.8894,171.37,2297.6706,555.8535,5784.7638,136.9095,2119.8619,1993.1237,3669.0573,547.0221,4104.4675,1077.7501,6858.9221,522.1917,7419.9008,259.9168,4212.8305,344.8973,18834.7743,232.1403,2020.4123,400.9241,2357.0323,19.6151,97.0131,96.6432,273.0775,2743.5994,12176.1221,420.4336,2832.4246,263.0162,92.8905,0.0,238.321,184.0664,1878.665,0.0,40.4096,234.3584,296.2399,613.0859,691.0759,31.3208,953.9468,1781.7644,2008.9144,20.437,560.8349,4.8782,91.7825,120.6862,2026.6012,33.1301,718.2989,0.0,0.0,0.0,37.5537,0.0,28.9406,0.0,33.1421,41.4964,31.9146,0.0,0.0,14262.28419,92.0340197113178,5.68441783692674,0.0603215388253716,0.447
428,POL,2015,2.9444444,51.179106222355564,,,,54.36,25.4736,295.0217,2052.0834,136.4417,890.4198,7048.2057,204.8957,2056.4436,93.3292,1499.6423,359.4552,2253.3012,4176.5995,42.0599,882.6682,3059.6504,113.1956,1915.4738,643.0482,5253.9685,133.3695,1848.8413,852.0194,2798.4633,413.9427,3776.4802,721.4193,5740.7966,458.681,7186.5915,244.3363,3955.0822,230.67,17133.3469,321.4257,1826.109,432.5941,2441.1482,67.6892,83.2223,96.8149,242.8049,2611.774,11659.6778,355.697,2721.6555,214.8507,88.1149,0.0,290.1111,269.7013,1648.7582,0.0,48.2373,178.5552,269.7237,641.3107,766.116,37.8479,776.9816,1411.091,2064.9551,15.634,675.4982,15.7402,104.0655,93.3289,2037.6065,21.9981,677.4779,0.0,0.0,0.0,37.3715,0.0,30.3522,110.6957,35.2662,36.1132,36.6219,0.0,0.0,12637.52203,92.2554272741942,5.06981552939367,0.0284289039455379,0.452
429,POL,2016,2.8333333,49.702456527182406,,,,56.09,124.0169,251.5035,2137.486,130.2814,820.708,7618.2332,197.4811,2133.3729,151.8632,1265.5993,505.3229,2303.5775,3270.2793,45.0688,917.9905,3217.6841,112.7414,1817.8949,570.8869,5461.384,179.3156,2074.0885,1246.2976,2745.9215,498.7659,4035.9203,574.2316,5669.3658,486.3212,7308.7028,287.8072,4266.4181,209.5665,19045.519,595.0922,2090.7472,466.3563,2675.4813,76.5848,82.0516,108.4172,241.3111,2349.68,12357.4363,399.1778,3560.7489,233.5143,51.4985,0.0,397.2494,217.8009,1714.7429,0.0,64.4344,198.7271,283.5596,717.3614,802.383,37.9716,807.8471,1296.1462,2281.7749,34.9319,788.4669,21.5358,123.8411,124.4961,2595.7378,29.4989,648.1528,0.0,0.0,0.0,35.45,0.0,33.1302,134.9752,40.3358,37.5614,38.5975,0.0,0.0,12464.01105,96.8659028060623,4.89163117852216,0.0235512516028107,0.449
430,POL,2017,2.8888888,46.99247285665653,,,,53.68,141.9565,259.9978,2207.0653,138.3363,904.3833,7832.2288,150.9199,2127.0563,141.0833,1509.6589,461.1202,2624.4421,4217.5447,63.8811,955.7568,3513.351,0.0,2857.0374,589.5094,6211.9224,339.8231,2371.959,1928.187,3174.2764,520.3236,4705.5277,646.9923,6806.5751,658.8861,8112.412,409.3602,5413.3753,307.4108,21122.7204,420.0017,2495.5463,598.7735,3261.6581,74.7819,92.0925,134.8763,333.7096,2814.8845,13845.8428,749.0714,3497.3477,197.9647,51.9727,0.0,335.444,328.6093,1817.4346,0.0,64.2554,0.0,303.7281,769.4834,961.3474,33.8605,1025.9257,1426.3296,2965.8041,35.441,1122.0144,4.4159,212.5801,123.5892,3361.1604,34.0809,827.4113,0.0,0.0,0.0,39.2276,0.0,41.6657,160.8375,43.575,45.0113,42.0143,0.0,0.0,13913.34029,100.56589524628,4.39829922473442,0.0316721725753569,0.467
431,POL,2018,3.0555556,45.56177346035101,,,,46.53,490.1196,264.5533,1575.9532,162.9256,2103.9382,9987.631,213.8819,2100.8451,378.0103,1956.5786,1102.0321,3012.9215,4215.4312,85.9073,1903.6149,3875.4271,383.4108,1976.3447,1371.0578,6972.8102,430.5571,2791.9301,1543.0313,3287.7785,1107.5613,5595.0787,440.9549,6806.7897,716.7312,9203.565,960.7275,4881.9315,614.0866,24623.4757,337.3317,2822.8346,1303.5821,3860.4261,310.5313,113.66,360.9358,367.2415,5224.5987,14870.6382,1638.525,3367.5186,184.4782,111.2217,0.0,543.7018,612.6175,2018.1481,0.0,78.3948,0.0,350.5795,548.6173,1314.0815,0.0,1325.6467,1938.8076,3922.8172,245.1586,1279.8918,97.5995,312.6892,558.4731,4556.8144,172.6854,1016.9357,0.0,0.0,0.0,5.3078,0.0,54.6399,290.7456,52.5874,127.5598,52.1518,0.0,0.0,15658.21203,102.442462168005,3.91337297821352,0.0456118701886835,0.439
432,POL,2019,3.4166667,47.84277864107311,49.69,82.76,44.86,47.59,118.141,283.2111,1806.5198,150.2722,992.3483,11181.6165,120.9467,2085.9948,89.7688,1840.86,352.9045,3396.7007,4222.5689,43.3212,1000.398,4142.2746,537.7645,1476.5609,462.2632,7042.0817,126.9717,2981.8196,1766.4485,3880.5775,729.2419,3825.3264,358.8719,6938.1594,697.2035,12346.3874,612.911,4957.2274,341.774,26648.9603,208.0304,3353.6853,651.0659,4301.7007,82.3164,93.9975,75.009,342.4293,3096.7877,16942.5531,381.7482,4295.0335,223.9168,44.9486,2036.0924,342.3453,134.5804,2323.6677,0.0,75.9623,0.0,321.0274,1498.9877,357.5239,76.8533,1273.0174,1811.6789,5056.1149,234.3067,1351.4971,10.3689,494.6355,62.9888,5768.8182,5.8078,1215.0761,0.0,0.0,0.0,37.267,0.0,51.4257,168.676,55.7546,34.3845,46.2944,0.0,0.0,15874.52205,101.581033817373,3.69837406708508,0.0402025974033284,0.43
433,POL,2020,3.4722223,49.42661611819407,,,,39.98,794.2983,969.2476,2013.5621,610.4189,3311.804,11983.4229,1469.2371,2838.2507,1295.3206,2381.8035,2035.2534,4054.6013,2511.0883,694.0337,3598.7288,6004.9283,1293.2431,2146.5431,2419.7534,7680.9902,1256.7261,3480.1751,2952.7247,4223.2854,3310.3842,5204.8462,1849.7138,7885.3521,1476.4549,13384.9099,1728.8944,5711.8283,1525.1308,23130.3101,1207.653,3618.6903,2422.934,5731.8564,1168.3574,780.3672,1073.3117,911.3145,7177.7055,17856.8598,2576.5852,4928.9254,1013.2681,689.6797,2249.0626,1156.1626,1627.9261,3021.4197,0.0,587.7769,0.0,605.5182,1403.6009,1749.5923,929.3321,1928.2352,2930.9192,5526.6224,1362.1831,2082.3627,898.4373,1356.3665,2957.7975,6899.7173,1194.3552,1798.1295,0.0,0.0,0.0,384.1096,0.0,649.1844,921.7391,448.5877,830.8355,626.3974,0.0,0.0,16150.93048,99.2590912303436,3.51325349977991,0.0207199460419149,0.451
434,PRT,2014,2.1111112,55.334621317958444,,,,68.38,64.4624,2.3108,175.7348,329.7682,1734.2106,992.463,1805.7039,696.0017,348.9765,145.9189,1194.2087,452.4202,1708.895,70.4947,875.8098,1507.0664,292.3154,421.8435,736.1909,1107.7022,377.9454,724.6332,326.1923,1247.5103,702.8442,541.1641,339.763,1165.5193,573.0914,1411.5704,1063.6447,558.6437,656.0722,5493.4494,170.5967,123.5893,413.2953,690.891,106.5614,21.8537,21.6811,18.185,2286.0986,3768.79,683.7379,340.4833,398.6615,14.9859,916.6591,727.7709,389.7392,786.6743,140.2649,16.2397,382.0862,644.7973,188.1059,181.6596,473.3636,253.7053,246.0232,286.8965,276.794,318.7619,49.5578,73.117,570.8503,554.7778,375.1406,743.887,0.0,0.0,13.5218,9.0933,7.6652,24.8805,26.2918,48.9153,13.3589,5.3025,0.0,0.0,22120.68501,80.220669072079,12.4091457493453,0.0587105859995099,0.74
435,PRT,2015,2.1666667,49.17181172043427,,,,67.26,22.3947,2.3274,125.367,297.9514,1342.0179,947.591,587.2114,585.3726,338.7689,181.8686,328.047,361.5464,1302.1199,4.3662,555.6668,1192.1444,176.9906,416.3968,207.8062,989.0939,155.7798,531.1158,157.5337,930.2102,543.9406,419.6207,234.3898,1051.0732,525.7628,1203.8978,484.8373,522.0873,469.2257,5291.1794,159.1491,154.1385,99.2936,731.73,63.8857,21.5603,19.2589,16.0395,1368.2967,3642.0061,581.1945,307.1521,308.9653,16.1593,689.2125,680.6111,350.2138,738.5789,108.3091,15.0306,336.8884,590.9965,153.0119,134.977,169.2026,643.0144,231.6558,297.3724,11.4637,356.7553,6.3601,53.02,251.4882,541.2615,72.6845,689.854,0.0,0.0,11.4084,11.3611,6.5237,34.194,19.1002,44.7504,11.3716,6.5908,0.0,0.0,19215.7813,80.6346756266443,11.7393779597517,0.0246227517816,0.686
436,PRT,2016,2.3888888,47.84232177285173,,,,59.52,18.5617,2.4898,111.2837,240.3982,1281.6541,1055.2514,584.4942,661.8847,327.0105,267.519,394.826,359.6277,952.9016,15.5405,581.9862,1152.156,197.713,489.4457,249.5615,958.2687,168.5355,497.8203,163.4847,865.5864,512.0193,460.3243,324.7445,1212.2161,367.0163,1172.8676,418.6492,544.6662,498.881,5373.7591,128.308,289.758,125.8596,612.8958,20.7626,55.2015,20.4004,11.2885,1397.8721,3588.0053,606.1357,319.0611,308.6767,2.7423,637.5247,680.2127,352.6926,780.9965,107.8246,15.9012,355.6635,643.282,151.2895,135.7765,164.1184,547.821,270.0113,383.6122,224.6063,393.2332,5.2217,52.4192,222.8901,496.6576,44.0407,558.5103,0.0,0.0,12.3585,14.4951,7.44,37.0733,21.6764,51.5001,12.0775,7.795,0.0,0.0,19980.28089,79.5223464844001,10.8238920089983,0.0185088381110048,0.717
437,PRT,2017,2.3888888,47.39512897216815,,,,62.47,27.5627,2.7994,158.8008,324.4425,1430.2086,1083.1026,670.5369,691.1911,324.582,271.8918,337.9358,385.5489,1302.8145,10.0795,687.0689,1278.0932,186.3597,482.7535,339.2026,1034.5136,193.2815,619.7478,241.6168,1059.7626,595.2645,473.9202,240.3563,1675.2462,393.5735,1319.2499,466.5075,610.8328,467.3825,6384.469,132.5189,297.3632,165.6503,596.0358,126.7361,63.1966,21.1609,8.7642,1520.4533,3757.3678,738.4107,352.9923,327.7482,26.7347,867.6275,744.8767,441.0368,885.4276,122.0159,17.5357,475.1201,805.9777,151.4793,149.006,151.6323,543.4611,321.7866,541.1715,155.9808,462.6416,6.9417,63.4735,239.0141,566.7939,68.2983,683.9996,0.0,0.0,14.4984,19.9697,9.4364,48.6098,29.8042,67.4775,14.4047,9.7256,0.0,0.0,21442.38428,84.8077923069539,9.95102015391345,0.0283872427651081,0.7
438,PRT,2018,2.3888888,47.638257147521124,,,,59.16,165.9449,5.6293,202.8863,408.7034,1599.2451,1191.7474,1066.1141,741.3017,423.82,319.7041,1175.7316,436.8125,1416.5233,43.623,707.2434,1635.2704,231.8981,507.561,631.0216,1209.7228,383.9429,641.0048,318.6165,1229.3212,889.8154,538.2808,214.3277,1987.464,477.9786,1335.118,595.1004,737.2643,762.0025,8130.5413,119.1792,320.6497,582.3708,825.5619,164.207,80.7479,43.404,18.4946,2185.1114,3908.3831,1106.7205,451.8609,397.7809,25.2356,953.2896,868.9703,662.1387,1038.2782,144.7059,26.0622,785.6663,965.1129,159.3423,169.2468,155.8899,643.4748,435.0151,723.6673,304.5151,534.2469,197.4203,115.9553,627.5786,622.6466,255.728,680.108,0.0,0.0,61.2173,26.8443,54.4246,63.2237,99.0887,75.0254,43.6765,14.0836,0.0,0.0,23541.14011,86.7356954918399,8.74828300000384,0.0422964969836641,0.68
439,PRT,2019,2.6666667,46.079651137600095,83.46,96.55,78.43,60.54,38.1563,3.3535,164.2163,343.8774,1411.6851,1283.1632,899.4711,736.9484,358.579,282.5579,1180.5591,414.4372,1216.5146,63.2775,521.6739,1740.6873,264.8566,537.1361,299.5358,1245.3818,206.86,734.8569,332.3783,1143.151,569.5139,598.9942,185.6863,2223.2581,405.7768,1142.8707,347.6008,652.0356,534.0764,9015.3708,168.1114,382.0946,479.9732,843.3358,73.805,49.3806,17.2331,14.9819,1339.1898,3951.3183,838.0916,418.3294,404.2861,10.5953,963.794,847.8868,443.7964,1129.6808,102.3854,89.6666,537.5098,1234.4851,157.9144,161.1115,162.3515,507.5794,459.2566,965.862,242.1995,574.1294,63.4599,156.197,434.0547,619.978,50.5194,719.305,0.0,0.0,10.0845,25.2765,7.7862,59.9303,27.4015,77.2285,13.0648,11.7875,0.0,0.0,23343.3629,86.7709889083586,7.74414163184949,0.0375136266059601,0.655
440,PRT,2020,2.7777777,48.728345897693764,,,,54.1,899.3785,169.4481,690.9315,656.631,2169.691,1676.0329,2564.9557,1341.0414,1108.1598,939.8854,1679.9518,1160.7292,1497.8545,202.8467,1421.4734,2273.0839,942.331,1205.4028,1553.2599,1914.0574,1128.947,1332.5306,778.2999,1332.6023,1685.997,1306.3954,918.8978,2819.9536,1163.5268,1767.794,1478.574,1316.8641,1197.7022,8187.5826,466.5067,619.0739,1296.8902,1583.9128,778.706,568.4462,652.1515,431.5603,3674.7842,4419.3737,1922.1802,1119.7346,985.4717,572.8294,1172.7894,1356.5409,1349.9193,1615.7439,689.0515,547.7543,492.7161,499.882,850.9165,707.4707,820.9431,1012.0576,1433.1566,1838.2409,998.9055,1128.2668,644.0611,314.9505,1862.1049,1371.5721,1303.4615,1595.5573,0.0,0.0,708.3932,387.3581,634.2929,436.7686,611.5967,351.4817,629.6269,241.7971,0.0,0.0,22299.40441,76.5086407209215,7.42052976718289,0.023939484713493,0.653
441,ROU,2014,,66.34668013974537,,,,63.73,2.1831,55.1296,7.6205,274.1445,55.711,695.7483,259.8692,1572.5399,0.0,1036.3428,25.5472,152.4084,0.0,633.0426,281.7804,1240.8412,38.8398,230.6623,92.8618,1335.747,16.5867,232.0559,25.1502,1290.8258,20.2361,137.3888,147.9276,1572.5017,113.4856,2593.0596,596.5933,2403.8366,336.6235,8320.5092,33.3859,629.1081,70.8248,808.5359,9.4958,168.6643,0.13,0.0604,525.8898,3217.8081,1891.5624,1250.1596,188.7763,47.311,125.9197,37.9951,286.518,523.598,66.8201,69.296,17.1534,52.8456,235.9593,178.1556,100.7042,635.9309,544.5376,1370.6439,44.5025,152.7182,0.0,6.7861,81.5366,1417.5387,2.4603,125.6337,0.0,0.0,0.8205,0.3821,2.049,6.5037,5.4393,4.3048,1.5089,0.3682,0.0,0.0,10031.77108,83.3751429575201,5.00435101617053,0.710972260249342,0.259
