,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
162,DNK,2015,4.0277777,72.44197233217021,,,,77.76,149.1275,63.5961,681.681,817.3622,3231.4357,2333.3675,184.462,32.4275,87.7454,120.3916,222.5097,185.3801,572.2946,157.8903,1794.2169,1218.1753,6352.2876,582.8749,319.8806,857.0107,108.3567,350.2615,79.5274,454.2131,372.6121,767.7059,1502.7687,1247.3326,849.5935,592.1641,4127.0744,3737.6242,229.5367,221.446,159.6182,37.7632,905.8165,1038.1661,281.1722,31.8405,150.7918,97.4835,3668.2396,5299.3349,698.3265,506.1243,10736.0869,983.9168,210.1555,980.809,418.3115,1185.4665,60.1026,101.1721,89.109,422.0591,446.8382,614.8807,269.9787,366.929,546.3943,1334.568,878.0227,327.7247,35.1563,16.5447,1605.0289,1396.6387,679.1337,923.2718,0.0,0.0,35.1571,14.383,8.8303,5.3788,25.9982,27.0771,12.1371,4.269,0.0,0.0,53094.01336,105.130362453899,2.9742144432543,0.389980667105512,0.684
163,DNK,2016,3.9444444,69.88306662551209,,,,71.19,0.0,58.6429,796.3868,766.7591,3119.1919,2619.5807,170.3698,32.8385,84.6491,111.2606,223.9004,189.9087,0.0,118.0481,1559.6241,1562.9555,8353.3642,658.6866,258.2151,826.9398,124.9338,385.7048,58.0275,366.0302,429.6849,888.9426,1622.868,1338.0948,870.2115,649.655,4290.6948,4246.7496,236.9849,212.4967,163.7997,33.9603,990.3971,673.741,248.3598,29.189,127.6338,112.2495,3198.2721,5400.521,691.1384,577.3504,9299.4084,1114.5131,78.9791,2096.1965,393.0572,1130.9721,62.3899,108.1285,92.3357,499.3727,449.3782,717.7952,251.7675,331.5729,572.798,1278.5872,434.2724,324.0175,37.6803,21.0867,2890.6817,1381.0881,313.7059,1121.4383,0.0,0.0,33.6817,13.4682,8.9316,5.8527,29.0574,34.7414,14.1085,4.7919,0.0,0.0,54500.92604,101.452783808643,2.56187956238623,0.261758496429453,0.653
164,DNK,2017,4.0277777,69.23176363284013,,,,61.87,0.0,68.8369,880.1191,887.156,3436.7212,2916.449,213.7572,41.286,86.5581,118.1229,224.4174,230.0014,0.0,146.6625,1633.856,1727.3882,6647.1086,717.7517,261.0814,857.5004,141.6084,416.4995,64.599,442.4336,458.4483,892.2056,1731.0115,1533.5837,909.0328,723.4972,4585.2983,4320.6159,290.9534,228.2335,204.5279,34.243,1341.2482,956.821,299.8759,33.7485,135.3021,102.5019,3460.6955,5820.6712,733.4277,800.1691,11138.4498,1279.2194,83.9981,2176.3516,420.4186,1319.932,71.2656,113.5536,112.9007,524.3182,550.6754,802.4392,242.583,415.2105,676.1721,1561.821,981.6613,378.2029,70.6747,29.5138,2963.4611,1771.2368,333.2186,1449.0545,0.0,0.0,39.9695,14.6748,10.3684,6.9222,33.1585,41.6776,13.9263,4.8357,0.0,0.0,57521.5515,104.215676920442,1.81205776233889,0.367052364111918,0.674
165,DNK,2018,3.7777777,67.89940085492617,,,,59.49,13.2677,76.983,750.78,768.4083,3544.4226,3179.0777,313.2638,59.4396,145.9672,150.2792,321.7397,353.8806,10.7551,211.8005,1625.5344,2068.7457,7779.0675,874.7385,385.0803,913.7896,190.3416,442.3255,8.1983,520.7025,648.93,878.4255,1770.8153,1505.6883,1033.3759,864.1644,4670.7941,3779.0404,265.4443,288.081,196.615,44.8381,1311.1425,1260.7981,377.1218,43.5167,392.0079,164.2009,4560.1122,5971.143,1239.181,939.3626,12596.1407,1318.1413,95.7236,2378.6174,750.5172,1655.8206,106.049,133.4503,254.4073,575.4724,595.6505,926.5805,266.8419,458.6928,903.9505,1845.8342,1200.0299,472.5856,141.5192,37.1073,3301.5304,2363.83,990.6909,1613.1195,0.0,0.0,157.6415,25.4154,50.9323,11.9302,131.5925,54.4786,46.1423,11.4646,0.0,0.0,61324.7665,108.813985501909,1.93177920890176,0.459098841781269,0.672
166,DNK,2019,3.6666667,69.56330326266193,78.23,100.0,79.29,61.96,0.0,71.7872,166.172,1137.5415,3375.2949,3373.5258,280.6055,60.3054,86.4682,138.2546,252.7162,233.8842,0.0,263.3955,1401.4577,2460.9669,8041.3705,895.9424,310.1643,811.1876,90.5675,402.2153,0.0,467.064,428.8324,884.6738,1848.4717,1564.0246,1052.0174,642.3998,5421.3959,4721.9902,216.7729,255.7865,182.4194,34.7071,1247.54,1014.834,226.4871,26.4297,133.0225,171.4522,3630.8269,6103.9319,682.5373,917.8502,12570.0642,1316.0477,91.7392,2016.8327,526.6342,1800.642,81.804,174.7312,108.0436,515.4648,631.5337,949.5456,284.8265,482.3906,803.7311,2136.3974,689.4535,422.455,21.5452,37.663,3185.4539,2299.3631,379.999,1502.8918,0.0,0.0,27.4233,21.6386,7.7087,7.7058,28.3115,46.812,12.9111,6.0915,0.0,0.0,59404.26632,111.891475065653,1.64396179076592,0.372447675054216,0.67
167,DNK,2020,3.7222223,69.90840715876884,,,,71.14,830.2317,667.6955,900.3125,1379.8563,5118.8127,4489.7294,1074.9703,596.1209,802.2803,754.4875,1040.1537,995.0546,669.0471,428.6327,2171.8119,2839.5583,8982.9411,1717.8706,1146.0336,1572.8733,947.7215,1146.999,671.5018,1447.0838,1512.9177,1796.3574,2358.5625,2087.361,1541.8044,1297.4121,4695.2173,4682.883,730.5936,665.356,466.6918,217.0117,2068.1368,1239.3494,1077.2527,512.4312,1204.9964,833.1467,6598.584,7452.7709,1910.4389,1680.616,12971.4875,1937.2903,831.1699,2118.4663,1532.4106,2667.8665,566.5307,725.5386,196.7842,196.1955,1400.8137,1661.1449,967.9955,1162.6449,1641.7367,3024.5976,2036.8374,1155.8795,444.375,133.754,3869.224,3008.3789,2319.5697,2098.2423,0.0,0.0,935.9451,574.6628,702.9422,358.0043,699.1669,403.5677,684.034,379.915,0.0,0.0,60985.48856,104.433432671151,1.11640295734431,0.137036781200766,0.659
168,EGY,2014,,29.873016333400933,,,,59.0,121.6773,25.0251,914.8034,1136.0328,906.2741,295.7564,809.2423,148.5099,40.4809,9.8448,125.0466,47.5896,1303.4209,244.0894,788.2779,839.8927,58.3469,186.6065,174.0491,188.2667,240.9882,172.1793,885.6218,223.0432,108.8926,76.2239,94.7396,279.7768,425.7759,312.0295,20.2207,112.4572,9.4451,63.579,0.2779,0.8664,244.2712,120.0272,44.4345,10.2848,6.5089,1.1611,976.0441,402.4334,340.8854,43.2708,1736.9915,115.6009,286.9304,74.6821,1340.1917,497.0466,81.1723,10.3653,296.8039,176.9523,151.32,72.8306,337.1011,67.1655,109.594,118.6157,122.959,99.4822,35.8746,5.0122,391.0733,234.9168,425.0637,424.4522,0.0,0.0,7.4875,0.1737,3.7373,0.4173,12.5948,5.4752,7.4692,1.0458,0.0,0.0,3133.391023,36.9201877934272,30.6852322625376,6.82340013626772,0.29
169,EGY,2015,,32.7442532662117,,,,59.19,84.0944,18.9954,653.7364,770.0059,697.1637,253.2712,572.9227,130.3324,25.0954,7.1163,91.0171,42.4765,804.2182,143.6411,593.1215,663.4708,32.5672,129.9205,117.356,157.6192,173.9247,138.3653,808.2179,203.8102,88.2263,70.3447,51.8309,177.1826,266.1056,224.9315,8.8388,82.0602,11.4809,48.6915,0.2178,0.9648,180.0634,103.2114,19.6688,5.2479,1.9528,0.2789,705.2519,399.2876,222.9791,33.2056,1270.7086,101.1408,293.436,85.887,1112.119,413.0995,67.1785,9.8688,231.7401,186.268,130.0711,76.5604,255.3308,62.1174,95.5976,139.2588,153.5641,133.2559,27.6552,4.8057,219.6188,141.3519,394.4483,424.8999,0.0,0.0,5.8819,0.1551,3.5527,0.4265,12.6808,6.289,6.8851,1.2923,0.0,0.0,3306.981594,34.8459429600229,33.25445457568,3.05526433674059,0.265
170,EGY,2016,,32.998885173843455,,,,56.96,69.1644,16.4212,719.81,850.398,679.8137,258.1623,477.1509,116.5315,29.9892,9.3697,81.0167,40.5007,596.1318,106.571,672.4031,859.4326,31.5837,165.6823,108.1954,155.9989,154.7232,131.1941,1298.3765,349.6823,93.1018,77.707,46.0471,174.3947,244.8808,220.082,6.0957,73.8464,20.941,77.919,0.1466,0.7791,171.9296,110.4819,12.0035,2.9073,0.114,0.0117,609.6499,337.1112,136.2761,21.4114,856.3976,73.7777,217.1652,64.171,833.892,313.9699,52.0064,8.2708,148.0472,137.0124,158.0826,104.4701,145.6298,38.7478,80.7125,135.2879,150.0454,137.7788,24.7976,4.1932,125.5724,90.4297,335.0199,421.9223,0.0,0.0,1.9449,0.1058,2.8439,0.3846,11.0509,4.8255,8.217,1.7426,0.0,0.0,3270.628777,30.2465490514505,,2.35006516963224,0.298
171,EGY,2017,,32.618070567365756,,,,58.75,77.6789,19.218,729.0961,967.439,681.9416,302.2451,615.9137,139.9724,23.2064,7.6991,105.5005,61.697,1089.7407,244.3669,1255.1065,1535.7031,28.0861,187.9586,156.3014,207.4712,162.5052,148.3655,1155.0025,421.3695,86.9047,69.5633,59.3484,205.2729,274.8685,230.2274,21.6343,183.3515,11.8175,97.1301,0.1448,0.8708,110.3083,70.7386,14.4076,4.1103,7.6986,1.3944,876.0939,498.5057,360.4627,61.3243,873.5623,72.2654,237.8275,80.292,807.0838,396.9894,56.1209,8.811,252.4896,195.2417,103.4439,57.2002,157.7043,41.5212,65.8462,114.3168,305.1604,431.8807,43.0247,9.8863,138.4496,85.2121,377.8906,436.0313,0.0,0.0,4.4019,0.3084,5.1204,0.8438,20.3712,11.5934,10.1729,2.3418,0.0,0.0,2395.103333,42.8321343581608,,4.12683269397819,0.285
172,EGY,2018,,33.55797528476021,,,,54.02,363.2175,26.0846,964.0393,1128.6425,825.7319,390.5784,973.1492,181.319,51.0778,15.6311,134.5622,75.8907,1467.627,352.7373,1535.3233,1918.5599,47.6663,225.8819,236.4409,272.787,262.2304,192.442,1252.8825,479.8921,152.953,92.5775,75.6394,281.2029,305.6383,251.399,35.1757,178.4678,8.1102,98.5323,2.4065,2.22,200.0166,94.8579,26.246,9.9457,20.6594,5.7459,1208.0891,551.4098,690.5555,82.9535,930.2476,88.6052,398.9189,100.848,1251.635,472.6268,82.2197,15.0348,542.0432,255.2563,119.0037,69.6328,217.8477,73.7426,97.851,135.5053,425.1093,442.1191,160.495,14.9117,238.5288,110.3139,528.9918,515.0581,0.0,0.0,42.2823,0.8002,36.7094,1.6837,97.5665,16.9099,41.9015,5.2947,0.0,0.0,2484.703156,45.9110196733959,,5.47658822874947,0.288
173,EGY,2019,,36.555057281568914,61.0,72.41,68.29,57.49,84.1507,27.821,984.9631,1284.9352,877.0575,328.2976,834.4095,176.0852,29.7374,8.381,153.2052,75.043,1406.1931,290.012,1531.2223,1543.0308,58.0127,198.0658,202.8466,250.6678,217.0812,195.3873,1313.2535,452.8566,109.3797,88.9221,62.448,308.779,327.3393,261.167,24.4381,187.7715,9.8373,71.919,0.1685,0.8536,153.1099,93.2844,17.2122,4.6203,7.553,1.6539,1007.3993,548.4179,406.9755,76.2407,1014.703,81.9282,272.8386,106.5288,890.1546,422.8836,60.261,10.2251,370.8176,277.3825,237.4489,128.1508,274.5325,69.4934,70.0907,134.5805,395.2364,418.7982,51.5237,13.2203,173.7897,136.6912,435.0277,529.9847,0.0,0.0,6.2855,0.4421,4.5736,1.1856,22.6637,15.0893,10.5943,3.4488,0.0,0.0,2962.98892,41.1240171551108,,3.8819618632175,0.296
174,EGY,2020,,39.28142262701794,,,,57.53,1282.7759,259.1414,1372.881,1152.2315,1558.8287,794.3381,1705.1331,696.1076,691.7886,452.0469,635.7165,430.9916,2130.918,719.2212,1992.5944,1975.6363,508.9908,535.0693,965.9951,884.0436,955.1741,711.5243,1511.1884,741.1345,897.4553,688.3337,667.0432,808.6998,937.2215,785.2801,632.0449,702.2408,158.2888,186.3858,126.1457,75.224,870.9286,590.2517,547.047,295.7508,593.1029,251.428,2278.2466,1222.4699,1449.9449,729.2722,1555.9611,720.126,1150.1623,687.2307,1910.2969,1002.7924,586.2178,321.0907,1016.0091,303.8347,913.1351,692.2771,757.0519,500.3605,742.4131,665.9479,1105.9289,952.3222,709.9105,157.113,988.181,763.4704,1225.3011,945.9411,0.0,0.0,659.4373,18.9198,510.979,33.6957,539.7761,137.7119,624.1523,162.8724,0.0,0.0,3511.11381,32.1262555667523,,1.85770095140202,0.3
175,ESP,2014,2.3888888,61.503653727285034,,,,60.37,904.1724,181.0086,192.1627,1412.0313,5409.159,5401.2984,2662.1299,807.7482,343.4168,174.2661,1476.5988,1554.8833,18653.912,30.8133,6762.2593,11805.8531,2679.8816,7188.343,1232.6737,3930.6154,964.8575,1605.927,4367.691,7258.7893,2873.5274,1702.9265,1236.9015,697.8762,1669.9653,6346.4307,2705.207,4649.6846,2646.02,40911.2159,1757.3094,4967.1755,644.7851,1147.6649,299.6953,374.0206,138.5104,37.0154,12642.4209,12376.6932,4597.8807,1041.8211,594.999,236.5586,1889.6154,1671.5483,2422.5743,1531.766,136.443,36.204,1310.3036,1138.9916,1471.388,767.8321,2313.7468,1752.1072,3885.6069,2608.0049,6114.7758,1098.9285,53.2829,140.1446,851.2005,3248.3551,270.5273,2787.7222,0.0,0.0,70.8242,31.0329,29.8869,50.5692,153.8387,117.9278,54.1537,21.2522,0.0,0.0,29707.76551,63.39926213895,10.7169079855502,0.0079086346486516,0.877
176,ESP,2015,2.3888888,55.86245729135821,,,,57.34,1314.1519,213.1396,68.2892,1274.7319,6314.4692,5881.7479,2674.6197,731.9822,320.182,170.2025,978.8282,1387.3535,11005.0241,9.1894,5577.9563,9773.462,2493.9914,6816.6544,1167.5187,3920.8624,1544.5207,2286.4063,3235.315,5466.2688,2244.7314,1421.8562,1219.2753,706.524,2114.9233,6576.769,3722.3054,3714.6683,1996.3496,39953.5481,1320.1841,4016.3721,807.2472,1253.9945,330.3221,422.9139,135.7195,37.2515,10671.1314,11048.4054,3743.0899,977.7721,522.2723,195.2005,1874.7181,144.4247,2084.9804,2028.6775,120.0937,53.6637,1043.1803,1332.3311,735.7581,1576.4538,1195.9913,2796.9967,1933.7446,5147.591,5229.0728,1236.7402,276.3427,350.5858,2777.8596,7357.1048,301.2997,4208.4179,0.0,0.0,55.7607,37.8383,24.5767,61.2575,128.8391,162.749,47.9912,24.3378,0.0,0.0,25982.44162,63.5820412248232,8.94230217935569,0.0029307758008732,0.876
177,ESP,2016,2.2777777,58.15469344495637,,,,52.63,1313.7183,222.3121,38.5935,1213.8288,5649.1706,6695.0607,2898.6627,831.2133,288.3491,224.0758,950.3358,1329.6883,8988.0025,51.6694,5516.2374,10102.8717,2502.5424,6714.9821,1171.8168,3809.7646,1659.2158,2194.6896,3107.7957,5095.8503,2351.6779,1483.8467,1154.5908,903.3262,1850.3163,6208.5542,2906.7616,3740.0707,2085.1745,40125.9719,1971.1195,4756.0784,926.2488,1426.9475,355.5212,471.0696,207.3111,67.0734,10917.0095,12564.6725,3404.64,917.8401,596.0457,246.2996,1676.7817,679.4001,1868.2168,2182.4872,122.3227,57.052,1081.1556,1469.0923,824.3887,1760.8793,941.6977,2110.4478,2537.8819,7195.8353,5077.8144,1372.2282,204.5605,427.3178,3443.9112,7611.954,413.7307,5384.5898,0.0,0.0,38.6103,64.9917,41.0705,81.2068,173.3154,230.0163,94.1991,41.055,0.0,0.0,26755.60611,63.1886778507294,8.40882878043386,0.0013292731433236,0.87
178,ESP,2017,2.2777777,57.91106702670512,,,,56.14,1192.4255,235.6013,456.3517,1195.225,6764.6583,7188.402,3852.9828,916.0075,432.3496,270.7239,1083.593,1301.4821,11990.2144,0.0,6516.3138,11604.7876,2513.5144,6654.853,1479.7662,3924.5996,2034.8883,1944.3472,4521.3499,6333.5957,2660.2717,1414.1899,1405.7343,872.588,1632.1154,7056.2272,3405.8347,4712.0237,2227.598,41038.4116,2731.4823,5668.1152,713.4936,1119.817,369.6033,652.3911,179.8131,68.7919,11492.0023,18726.4469,4045.4418,1101.8466,658.9738,265.1674,2074.8734,780.7245,2265.2329,2546.3017,121.84,52.0485,1309.4128,1677.5033,1295.7029,1400.2918,1418.2871,2156.4844,3749.3174,5742.793,5677.3007,1631.8149,230.41,389.099,2472.3721,4484.0594,518.9664,3000.0544,0.0,0.0,40.7447,70.6548,48.1552,116.4645,226.1974,159.3891,101.8953,46.6702,0.0,0.0,28381.34256,66.167446137857,7.94625719769674,0.0016398936365538,0.902
179,ESP,2018,2.4444444,56.812176258588636,,,,48.19,1408.7211,237.6425,553.0424,438.6131,10265.4798,6320.8799,3706.4691,962.7656,663.4445,296.1617,1498.9336,1466.4712,15214.4851,165.6768,8386.2337,12569.8836,3061.4226,6202.7218,2202.5559,4221.1206,2319.5252,2594.0491,4917.7896,7928.8172,3652.0431,1982.1157,1703.9608,911.9497,2187.5838,8065.4007,4032.6882,5205.0365,2408.7953,42162.1639,2241.0798,5064.5329,1325.7502,1409.7246,517.0554,613.8595,461.3154,78.5482,14366.6139,19399.4756,5262.5699,1334.037,697.5287,304.3121,2635.6337,239.9368,3030.7789,2524.3965,146.8954,70.2977,1814.1942,1972.3849,1505.4661,1362.4751,1328.7226,2061.857,4749.5747,6960.5807,4568.3396,1680.9042,288.2942,362.2872,4387.2454,4331.4917,1410.7566,2870.7832,0.0,0.0,202.9859,87.2252,198.0575,158.4785,591.1567,246.9222,287.962,58.5788,0.0,0.0,30602.42129,67.0094103982921,7.40605919273329,0.001764912494645,0.843
180,ESP,2019,2.4444444,56.92567435578801,70.62,96.55,66.14,48.97,1516.8676,262.0393,1444.0349,461.3591,8754.5692,7374.5073,3454.1092,1030.1222,510.8901,263.4174,1045.587,1551.7852,13099.4954,209.0077,8736.699,11230.3211,3194.1501,5214.9367,1818.8807,4091.6464,2063.925,2684.1203,4600.5393,7285.2778,3031.5104,1885.638,1449.7072,1346.9296,2306.3127,6688.767,3428.8273,4678.6185,2088.887,39829.7529,2429.2397,5738.3449,1042.6118,1268.8979,625.0257,568.9079,268.9999,78.5536,11809.2184,19505.0908,4489.419,936.6329,705.7911,336.1602,2491.2447,856.9288,2321.0576,3285.1325,149.8072,38.3025,1388.0942,1864.2043,1755.1824,1376.179,1494.9528,1939.5792,4636.2875,7492.0341,5453.5507,1960.6625,283.2586,464.061,5502.1088,4133.5635,671.9035,2710.3318,0.0,0.0,33.2529,80.6898,38.3028,136.4557,206.301,249.6308,83.9537,55.5885,0.0,0.0,29786.52457,66.3662250440692,6.8321451540072,0.0007440005101594,0.814
181,ESP,2020,2.5,61.052511900124685,,,,46.03,1979.309,867.4039,1410.18,1236.0837,10789.9022,7301.3338,4038.9358,1645.5857,1417.151,910.1462,2130.2567,2088.3992,6567.2098,632.9224,7755.4167,11229.5894,2778.3894,6190.7694,2827.941,4530.0156,2885.9432,3238.7293,4130.2536,6815.5843,4216.5146,2665.8603,2271.3445,1936.5245,2614.972,7228.3319,4226.2168,5521.3954,2629.3751,37715.0615,2531.2026,5702.5911,2481.6221,1884.9039,1314.5843,1277.0752,1179.2832,817.52,17976.7981,18713.1508,5804.1961,1823.9355,1029.6829,838.3877,2069.2738,674.5887,3902.4235,3507.1893,890.6871,689.8501,2152.1823,875.4876,2212.0278,2083.0188,1427.2215,2373.4558,4861.0428,7475.9282,3554.8441,2325.1424,1373.912,824.1103,6407.1563,5017.5416,2600.1557,2095.432,0.0,0.0,924.8698,545.0616,1056.2097,744.9858,1405.1849,859.3824,1022.1424,682.3136,0.0,0.0,27233.94265,59.4461280147076,6.42914345303597,0.0002957349879874,0.827
182,EST,2014,3.7222223,29.834425421249634,,,,45.52,30.7408,51.3567,32.5536,28.5456,132.9551,502.9808,23.4988,198.8251,201.4807,557.7348,81.2121,134.5282,82.8558,0.0,189.8541,345.3167,0.0093,45.3692,107.3045,179.6011,26.9444,161.9903,3.9997,2.6177,100.3784,235.9939,14.1847,1913.8981,9.1979,377.1426,93.3419,154.3965,39.7674,210.7541,9.0129,1.1474,117.1431,271.2532,94.5256,50.0184,22.3095,6.9286,390.2348,649.1156,196.2377,75.65,331.5046,76.3543,39.3006,0.0,586.0697,928.1673,28.4127,0.8435,31.9826,173.2422,20.1652,47.8849,19.719,167.4122,107.3705,320.9816,18.5804,146.0672,11.942,9.8459,145.8239,234.4284,109.7111,289.2934,0.0,0.0,2.0007,0.0211,3.2356,2.8097,5.981,10.3167,0.9843,8.1124,0.0,0.0,20581.7899,157.953944842229,0.385874011453504,0.967779937618074,0.275
183,EST,2015,3.7222223,36.1817915940895,,,,51.58,25.1006,49.1121,24.8015,25.3442,80.6604,386.165,19.3072,155.953,176.1147,449.7324,63.092,108.2551,43.3202,0.0,114.4157,245.9888,0.009,40.7884,55.5878,139.2957,23.4934,119.0031,3.5142,2.2116,69.3091,140.9365,16.5748,1497.7273,7.1204,326.3944,73.4583,151.6183,31.627,189.4443,6.8475,0.8901,94.1795,239.5227,41.8561,28.7474,15.3029,10.6884,279.6094,545.8062,138.9909,84.1102,312.07,26.5376,28.9254,0.0,405.1826,685.4057,24.7997,0.9605,23.6976,122.669,18.0447,32.2422,22.8925,214.9595,123.3905,161.4874,18.3386,148.3056,10.9555,9.8219,118.4332,201.6566,92.8087,197.3874,0.0,0.0,1.5389,0.0,2.4574,2.0624,5.0416,10.971,0.8414,6.1398,0.0,0.0,17722.15577,148.507157123558,0.330998875370617,0.577870298883675,0.284
184,EST,2016,3.7222223,40.01596307236858,,,,47.24,21.708,47.0265,21.5174,29.2823,86.9494,375.6272,23.0035,168.901,165.8514,519.1729,63.9029,111.9532,28.6663,0.0,96.3179,202.5265,0.0102,45.4231,56.0722,143.232,28.2074,124.538,5.2388,2.6299,72.4198,121.4729,28.2513,1457.1089,9.4347,378.4731,71.0457,146.6062,33.6714,180.543,6.9238,0.9429,116.9919,226.4539,47.1586,31.7758,15.8657,8.0172,383.0409,492.3919,138.8525,119.6093,281.8932,67.6108,24.1788,0.0,405.8236,600.853,31.101,0.2173,25.8937,162.7968,20.4861,33.9233,38.7263,193.6133,168.6246,182.5926,24.152,185.4037,15.2156,6.8072,124.2007,242.2031,93.6207,221.3394,0.0,0.0,1.8067,0.0574,2.8847,2.215,6.1388,10.6367,0.871,7.1491,0.0,0.0,18666.37365,147.7462327097,0.294956248156523,0.395237695104046,0.278
185,EST,2017,3.7777777,35.80130500857968,,,,46.04,25.3163,49.3907,27.933,30.0912,112.2308,417.4778,26.5243,177.6885,201.0588,600.4299,55.7017,164.439,26.1218,0.0,157.3696,215.3424,0.1391,26.1998,59.8002,166.8583,39.1171,137.5767,9.6435,2.9738,101.8029,186.4571,18.5915,1262.5587,13.3855,422.8095,85.7853,169.2588,52.1137,223.1404,13.3128,1.6497,146.3713,257.1395,67.2303,41.5287,20.4163,5.5417,447.3243,559.2897,169.2623,129.4062,261.0541,66.5424,56.5538,0.0,470.0049,683.1625,35.7692,0.2401,31.2921,185.0441,21.9476,40.0683,26.3051,209.5565,231.786,223.9298,14.7406,252.465,16.0863,9.4924,157.7644,318.1989,102.461,301.171,0.0,0.0,2.2153,0.5083,3.9107,0.7284,8.3505,9.5022,1.2869,3.1137,0.0,0.0,20851.52235,144.635650944133,0.220531102884044,0.648969670439222,0.269
186,EST,2018,3.3333333,36.59621065185628,,,,52.02,41.4258,60.9855,38.5806,44.8842,147.3725,453.5584,30.5292,191.0726,251.1801,781.1772,63.8443,192.0295,0.0,0.0,152.8086,264.8988,0.0,29.0685,63.1891,198.1034,40.4988,167.9103,0.0,6.2199,132.4943,200.3879,29.0707,1284.6951,20.4462,441.8617,97.2885,199.8086,60.5745,243.2184,16.9646,0.0,128.1658,318.1702,103.6383,58.3346,35.6308,19.9484,593.7697,702.3649,283.3123,124.2199,302.3641,45.1401,0.0,0.0,504.0062,833.7416,56.0818,3.5914,40.4749,189.9953,42.2075,44.3178,35.4472,253.1755,234.2858,561.4824,32.9034,193.9574,40.1814,20.7461,223.9035,333.3557,122.1376,338.5673,0.0,0.0,8.107,2.495,17.5927,3.4206,18.8097,17.8601,8.5125,5.5366,0.0,0.0,23618.13613,143.485224864735,0.168543468413901,0.995460170965617,0.28
187,EST,2019,3.1666667,57.713470428307915,75.08,93.1,76.54,44.37,22.4952,55.8731,26.5539,50.9183,144.9427,404.9868,15.8129,202.3828,188.3214,608.0395,62.4386,176.5141,0.0,0.0,170.491,223.8708,0.1783,29.3383,75.7776,190.904,33.5343,172.9325,0.0,2.3963,108.103,261.7895,13.8714,1158.7089,7.1382,429.6154,110.2933,237.2811,84.0113,224.0136,7.3778,0.0,330.7025,375.9991,87.5452,53.2746,20.4519,11.2862,589.3659,714.4883,302.2314,95.5151,289.1023,38.0074,0.0,0.0,649.5128,822.1351,82.4188,0.0,26.706,184.2659,29.6607,44.0143,28.4262,246.8474,212.5862,567.657,33.1029,178.8691,12.8396,15.2924,219.5823,370.049,191.2716,316.1789,0.0,0.0,1.2171,1.2754,2.1721,1.751,10.2146,7.1514,1.8311,3.4256,0.0,0.0,24021.25014,140.352147998549,0.142775009582215,0.924587689843327,0.261
188,EST,2020,3.2777777,73.21244639027287,,,,48.05,608.3199,454.4478,390.9573,352.3491,673.9193,912.7564,575.0902,612.3338,918.3114,1146.0311,713.5935,679.996,0.0,0.0,953.8891,849.8498,296.8031,276.2893,715.5257,772.5195,547.369,543.4592,0.0,147.9723,824.2581,850.2911,712.2906,1791.2752,695.3733,1090.7967,699.7714,711.6166,503.5935,598.0078,243.9343,0.0,853.7091,892.5595,780.7716,659.0198,689.8653,523.0649,1449.4671,1482.7783,1088.0514,750.6856,818.0816,529.0437,0.0,0.0,1427.5649,1493.1028,657.4496,163.019,81.3209,89.2599,566.4487,466.6649,685.0413,815.9787,968.5748,1065.4009,704.9539,752.6451,634.4754,418.2515,961.2677,1006.3051,863.742,964.7503,0.0,0.0,400.9261,62.6971,310.4163,100.7279,432.1776,251.8011,387.2006,120.6444,0.0,0.0,23933.99394,137.392641283846,0.209552082423819,0.480973513029608,0.279
